Choose date,City,Customer Name,Customer Segment,Order Date,Order ID,Order Priority,Product Category,Product Container,Product Name,Product Sub-Category,Region,Row ID,Ship Date,Ship Mode,State,Zip Code,Category/Categories,Customer Age,Discount,Number of Records,Order Quantity,Product Base Margin,Profit,Sales,Select Meaure name,Shipping Cost,Unit Price
Apr-13,Batavia,Becky Castell,Consumer,01-04-2013,21889,Low,Furniture,Small Box,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Office Furnishings,Central,3052,08-04-2013,Regular Air,Illinois,60510,Category,46,0.08,1,21,0.55,$136,"$1,050",21,19.99,51.75
Sep-15,Columbus,Carlos Soltero,Consumer,05-09-2015,52130,Low,Furniture,Small Box,Eldon Executive Woodline II Cherry Finish Desk Accessories,Office Furnishings,Central,7311,07-09-2015,Regular Air,Indiana,47201,Category,68,0.1,1,36,0.57,-$4,"$1,437",36,18.98,40.89
Oct-13,Minneapolis,Sarah Jordon,Consumer,26-10-2013,51328,Low,Furniture,Small Pack,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Office Furnishings,Central,7194,31-10-2013,Regular Air,Minnesota,55407,Category,51,0.07,1,38,0.47,$51,$690,38,8.99,18.7
Dec-12,Maplewood,Sarah Jordon,Consumer,18-12-2012,22947,Low,Furniture,Small Pack,Aluminum Document Frame,Office Furnishings,Central,3200,25-12-2012,Regular Air,Minnesota,55119,Category,44,0.09,1,19,0.55,$59,$216,19,2.85,12.22
Nov-14,Franklin,Michelle Ellison,Consumer,22-11-2014,10342,Medium,Furniture,Large Box,Dana Halogen Swing-Arm Architect Lamp,Office Furnishings,Central,1434,24-11-2014,Regular Air,Wisconsin,53132,Category,59,0.01,1,38,0.57,$324,"$1,679",38,14.45,40.97
Jun-12,Laredo,Duane Huffman,Consumer,29-06-2012,31877,Medium,Furniture,Large Box,Westinghouse Clip-On Gooseneck Lamps,Office Furnishings,Central,4480,29-06-2012,Regular Air,Texas,78041,Category,41,0.08,1,34,0.59,-$212,$285,34,10.16,8.37
Apr-13,Moore,Nat Gilpin,Consumer,15-04-2013,37318,Medium,Furniture,Small Box,"Linden® 12"" Wall Clock With Oak Frame",Office Furnishings,Central,5247,17-04-2013,Regular Air,Oklahoma,73160,Category,46,0.07,1,32,0.55,-$139,"$1,031",32,19.99,33.98
Sep-13,Fort Dodge,Matt Collins,Consumer,11-09-2013,6115,Medium,Furniture,Small Box,"Seth Thomas 13 1/2"" Wall Clock",Office Furnishings,Central,851,12-09-2013,Regular Air,Iowa,50501,Category,49,0.1,1,25,0.54,$79,$409,25,5.03,17.78
Jan-15,Beaumont,Darren Budd,Consumer,26-01-2015,48003,Medium,Furniture,Small Pack,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Office Furnishings,Central,6743,28-01-2015,Regular Air,Texas,77705,Category,61,0.04,1,12,0.44,-$69,$88,12,9.68,6.48
Jul-14,Port Huron,Shahid Shariari,Consumer,27-07-2014,31938,Medium,Furniture,Wrap Bag,"Master Giant Foot® Doorstop, Safety Yellow",Office Furnishings,Central,4486,29-07-2014,Regular Air,Michigan,48060,Category,56,0.05,1,47,0.42,$41,$363,47,4,7.59
Feb-15,Arlington,Darren Budd,Consumer,05-02-2015,16548,Not Specified,Furniture,Large Box,Tensor Computer Mounted Lamp,Office Furnishings,Central,2298,07-02-2015,Regular Air,Texas,76017,Category,61,0.06,1,22,0.58,-$59,$75,22,3.97,3.28
May-15,Shawnee,Anthony O'Donnell,Consumer,05-05-2015,48197,Not Specified,Furniture,Large Box,Dana Halogen Swing-Arm Architect Lamp,Office Furnishings,Central,6769,07-05-2015,Regular Air,Kansas,66203,Category,65,0.07,1,32,0.57,$155,"$1,282",32,14.45,40.97
May-15,Amarillo,Darren Budd,Consumer,20-05-2015,7841,Not Specified,Furniture,Large Box,Electrix Fluorescent Magnifier Lamps & Weighted Base,Office Furnishings,Central,1060,22-05-2015,Regular Air,Texas,79109,Category,65,0.07,1,21,0.57,$296,"$1,003",21,10.25,49.34
Dec-12,Laredo,Duane Huffman,Consumer,06-12-2012,45824,Not Specified,Furniture,Large Box,Hon Olson Stacker Stools,Chairs & Chairmats,Central,6443,08-12-2012,Regular Air,Texas,78041,Category,44,0.08,1,44,0.57,"$1,233","$6,123",44,24.49,140.81
Mar-15,Lawrence,Harold Engle,Consumer,15-03-2015,21223,Not Specified,Furniture,Medium Box,"Deflect-o EconoMat Nonstudded, No Bevel Mat",Office Furnishings,Central,2931,16-03-2015,Regular Air,Indiana,46226,Category,62,0.03,1,8,0.65,$122,$435,8,18.45,51.65
Apr-14,Fort Worth,Gary Hansen,Consumer,08-04-2014,16291,Not Specified,Furniture,Small Box,Howard Miller Distant Time Traveler Alarm Clock,Office Furnishings,Central,2268,09-04-2014,Regular Air,Texas,76106,Category,54,0.01,1,31,0.44,-$28,$895,31,19.46,27.42
Aug-12,Conroe,Jim Mitchum,Consumer,14-08-2012,14115,Not Specified,Furniture,Small Box,Eldon® 200 Class™ Desk Accessories,Office Furnishings,Central,1976,16-08-2012,Regular Air,Texas,77301,Category,42,0.04,1,24,0.53,-$38,$159,24,5.41,6.28
Nov-14,Overland,Annie Thurman,Consumer,27-11-2014,52071,Not Specified,Furniture,Small Box,Staples Plastic Wall Frames,Office Furnishings,Central,7306,29-11-2014,Regular Air,MO,63114,Category,59,0.05,1,1,0.41,-$11,$13,1,4.95,7.96
Jun-15,Southgate,Cathy Armstrong,Consumer,17-06-2015,30147,Not Specified,Furniture,Small Box,12-1/2 Diameter Round Wall Clock,Office Furnishings,Central,4237,19-06-2015,Regular Air,Michigan,48195,Category,66,0.06,1,37,0.49,$30,$740,37,10.49,19.98
Aug-13,Wilmette,Carlos Soltero,Consumer,28-08-2013,515,Not Specified,Furniture,Small Pack,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Office Furnishings,Central,86,30-08-2013,Regular Air,Illinois,60091,Category,49,0.05,1,21,0.37,$4,$147,21,4.95,6.64
Oct-12,Clinton,Justin Hirsh,Consumer,15-10-2012,47108,Not Specified,Furniture,Small Pack,3M Polarizing Light Filter Sleeves,Office Furnishings,Central,6621,16-10-2012,Regular Air,Michigan,49236,Category,43,0.07,1,19,0.39,$187,$360,19,3.77,18.65
May-15,Amarillo,Darren Budd,Consumer,20-05-2015,7841,Not Specified,Furniture,Wrap Bag,Coloredge Poster Frame,Office Furnishings,Central,1061,22-05-2015,Regular Air,Texas,79109,Category,65,0.01,1,17,0.46,$56,$178,17,2.06,10.06
Dec-14,Wylie,Grace Kelly,Consumer,09-12-2014,12130,Not Specified,Furniture,Wrap Bag,Flat Face Poster Frame,Office Furnishings,Central,1682,12-12-2014,Regular Air,Texas,75098,Category,59,0.04,1,37,0.43,$290,$686,37,3.62,18.84
Jul-13,Shaker Heights,John Castell,Consumer,21-07-2013,57639,Critical,Furniture,Large Box,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Office Furnishings,East,8082,21-07-2013,Regular Air,Ohio,44118,Category,48,0.04,1,24,0.56,$331,"$2,240",24,18.13,95.46
Jul-13,Wilmington,Elpida Rittenbach,Consumer,25-07-2013,15271,Critical,Furniture,Medium Box,SAFCO Folding Chair Trolley,Chairs & Chairmats,East,2139,25-07-2013,Regular Air,Delaware,19805,Category,48,0.01,1,18,,$589,"$2,389",18,12.65,128.24
Jan-14,Dover,David Wiener,Consumer,20-01-2014,22561,Critical,Furniture,Small Pack,"Executive Impressions 12"" Wall Clock",Office Furnishings,East,3142,22-01-2014,Regular Air,Delaware,19901,Category,52,0.07,1,7,0.47,-$28,$129,7,8.99,17.67
Jul-15,Lancaster,Jenna Caffey,Consumer,27-07-2015,11684,High,Furniture,Large Box,Hon Olson Stacker Stools,Chairs & Chairmats,East,1614,29-07-2015,Regular Air,Pennsylvania,17602,Category,67,0,1,8,0.57,$54,"$1,174",8,24.49,140.81
Jun-14,Austintown,Todd Sumrall,Consumer,10-06-2014,38274,High,Furniture,Large Box,Hon Olson Stacker Stools,Chairs & Chairmats,East,5381,12-06-2014,Regular Air,Ohio,44515,Category,55,0.08,1,9,0.57,$1,"$1,225",9,24.49,140.81
May-13,Ewing,Dean Percer,Consumer,15-05-2013,38372,High,Furniture,Medium Box,36X48 HARDFLOOR CHAIRMAT,Office Furnishings,East,5399,15-05-2013,Regular Air,New Jersey,8618,Category,47,0,1,46,0.78,-$632,"$1,054",46,21.2,20.98
Sep-13,Upper Saint Clair,Katrina Willman,Consumer,09-09-2013,59428,High,Furniture,Small Box,Howard Miller Distant Time Traveler Alarm Clock,Office Furnishings,East,8319,09-09-2013,Regular Air,Pennsylvania,15241,Category,49,0.02,1,43,0.44,-$126,"$1,175",43,19.46,27.42
Mar-14,Torrington,Eric Barreto,Consumer,20-03-2014,9062,High,Furniture,Small Pack,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Office Furnishings,East,1245,23-03-2014,Regular Air,Connecticut,6790,Category,54,0.06,1,19,0.35,"$1,193","$1,825",19,8.99,99.23
Aug-14,Weymouth,Chuck Sachs,Consumer,21-08-2014,46531,Low,Furniture,Large Box,Hon 4060 Series Tables,Tables,East,6543,28-08-2014,Regular Air,MA,2190,Category,57,0.07,1,39,0.63,-$271,"$4,211",39,69,111.96
Apr-14,Pennsauken,Elizabeth Moffitt,Consumer,28-04-2014,34694,Low,Furniture,Small Box,"Stacking Tray, Side-Loading, Legal, Smoke",Office Furnishings,East,4878,28-04-2014,Regular Air,New Jersey,8109,Category,55,0.04,1,11,0.54,-$37,$55,11,7.24,4.48
Jul-13,Fairfield,Jim Kriz,Consumer,20-07-2013,32002,Low,Furniture,Small Box,9-3/4 Diameter Round Wall Clock,Office Furnishings,East,4497,20-07-2013,Regular Air,Ohio,45014,Category,48,0.07,1,7,0.43,$23,$99,7,8.78,13.79
Apr-15,Syracuse,Alan Haines,Consumer,10-04-2015,3205,Low,Furniture,Small Pack,Artistic Insta-Plaque,Office Furnishings,East,469,10-04-2015,Regular Air,New York,13210,Category,64,0.01,1,8,0.46,$80,$137,8,3.73,15.68
Jan-15,Crofton,Michelle Tran,Consumer,12-01-2015,5382,Low,Furniture,Small Pack,Nu-Dell Float Frame 11 x 14 1/2,Office Furnishings,East,752,19-01-2015,Regular Air,Maryland,21114,Category,61,0.05,1,30,0.43,$37,$260,30,4.19,8.98
Feb-14,Hackensack,Joni Wasserman,Consumer,14-02-2014,35494,Medium,Furniture,Large Box,Hon 4060 Series Tables,Tables,East,4990,15-02-2014,Regular Air,New Jersey,7601,Category,53,0.01,1,18,0.63,-$271,"$1,731",18,69,111.96
Jan-14,North Olmsted,Ryan Akin,Consumer,08-01-2014,46402,Medium,Furniture,Small Box,"Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black",Office Furnishings,East,6519,10-01-2014,Regular Air,Ohio,44070,Category,52,0.03,1,27,0.42,$323,$826,27,8.55,29.18
Dec-14,South Portland,Chuck Sachs,Consumer,08-12-2014,20098,Medium,Furniture,Small Pack,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Office Furnishings,East,2785,08-12-2014,Regular Air,Maine,4106,Category,59,0.03,1,8,0.44,$88,$194,8,8.99,22.72
Nov-13,Pittsburgh,Rob Haberlin,Consumer,30-11-2013,27527,Medium,Furniture,Small Pack,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Office Furnishings,East,3859,03-12-2013,Regular Air,Pennsylvania,15122,Category,51,0.09,1,37,0.51,$1,$377,37,5.4,10.4
Mar-15,Shirley,Stuart Van,Consumer,17-03-2015,24672,Medium,Furniture,Wrap Bag,"Master Giant Foot® Doorstop, Safety Yellow",Office Furnishings,East,3464,20-03-2015,Regular Air,New York,11967,Category,62,0.02,1,5,0.42,$23,$44,5,4,7.59
Sep-12,Fairborn,Jim Kriz,Consumer,20-09-2012,960,Medium,Furniture,Wrap Bag,DAX Wood Document Frame.,Office Furnishings,East,150,21-09-2012,Regular Air,Ohio,45324,Category,43,0.07,1,46,0.54,-$23,$606,46,6.85,13.73
Jan-14,Essex,Ralph Arnett,Consumer,06-01-2014,8195,Medium,Furniture,Wrap Bag,"Master Caster Door Stop, Gray",Office Furnishings,East,1119,08-01-2014,Regular Air,Maryland,21221,Category,52,0.1,1,1,0.51,-$8,$8,1,3.63,5.08
Jan-13,Burlington,Eric Barreto,Consumer,12-01-2013,38369,Not Specified,Furniture,Large Box,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Tables,East,5396,13-01-2013,Regular Air,Vermont,5401,Category,45,0.02,1,3,0.68,$55,$225,3,69,71.37
Feb-15,South Boston,David Flashing,Consumer,05-02-2015,16548,Not Specified,Furniture,Large Box,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Tables,East,2299,07-02-2015,Regular Air,MA,2127,Category,61,0.04,1,40,0.68,"-$2,596","$3,029",40,69,71.37
Sep-14,Grove City,Stuart Calhoun,Consumer,18-09-2014,1127,Not Specified,Furniture,Medium Box,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Office Furnishings,East,174,19-09-2014,Regular Air,Ohio,43123,Category,57,0.01,1,48,0.69,"$1,215","$5,341",48,13.99,110.98
Aug-14,Waterbury,Christy Brittain,Consumer,06-08-2014,36196,Not Specified,Furniture,Medium Box,DAX Solid Wood Frames,Office Furnishings,East,5080,07-08-2014,Regular Air,Connecticut,6702,Category,56,0.09,1,6,0.48,$17,$62,6,6.02,9.77
Oct-12,Ossining,Pamela Stobb,Consumer,08-10-2012,36739,Not Specified,Furniture,Small Pack,Aluminum Document Frame,Office Furnishings,East,5162,08-10-2012,Regular Air,New York,10562,Category,43,0.07,1,27,0.55,$97,$331,27,2.85,12.22
Dec-13,Fort Bragg,Janet Lee,Consumer,17-12-2013,32996,Critical,Furniture,Small Box,"Seth Thomas 13 1/2"" Wall Clock",Office Furnishings,South,4635,20-12-2013,Regular Air,North Carolina,28307,Category,51,0.09,1,15,0.54,$7,$262,15,5.03,17.78
Jul-14,Hickory,Kelly Collister,Consumer,27-07-2014,31556,Critical,Furniture,Wrap Bag,Deflect-O® Glasstique™ Clear Desk Accessories,Office Furnishings,South,4428,28-07-2014,Regular Air,North Carolina,28601,Category,56,0.07,1,35,0.52,-$15,$269,35,3.68,7.7
Nov-14,Palm Coast,Irene Maddox,Consumer,01-11-2014,5281,High,Furniture,Large Box,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Office Furnishings,South,732,02-11-2014,Regular Air,Florida,32137,Category,58,0.1,1,14,0.59,"$1,108","$2,718",14,21.21,209.84
Oct-13,Gadsden,Lori Olson,Consumer,07-10-2013,8933,High,Furniture,Small Box,"Seth Thomas 12"" Clock w/ Goldtone Case",Office Furnishings,South,1216,09-10-2013,Regular Air,Alabama,35904,Category,50,0.06,1,30,0.51,$155,$688,30,7.58,22.98
Sep-12,Dunedin,Joseph Airdo,Consumer,01-09-2012,54464,High,Furniture,Small Box,12-1/2 Diameter Round Wall Clock,Office Furnishings,South,7608,03-09-2012,Regular Air,Florida,34698,Category,42,0.06,1,11,0.49,$44,$227,11,10.49,19.98
Sep-12,Dunedin,Joseph Airdo,Consumer,01-09-2012,54464,High,Furniture,Small Box,Regeneration Desk Collection,Office Furnishings,South,7609,02-09-2012,Regular Air,Florida,34698,Category,42,0.08,1,50,0.41,-$185,$87,50,4.86,1.76
Nov-14,Metairie,Rob Beeghly,Consumer,28-11-2014,31520,High,Furniture,Small Box,Eldon Wave Desk Accessories,Office Furnishings,South,4417,29-11-2014,Regular Air,Louisiana,70003,Category,59,0.09,1,23,0.41,-$33,$139,23,5.57,5.89
Jul-14,Columbus,Peter Fuller,Consumer,25-07-2014,46311,High,Furniture,Small Pack,"Executive Impressions 14"" Contract Wall Clock",Office Furnishings,South,6508,26-07-2014,Regular Air,Georgia,31907,Category,56,0.03,1,42,0.52,$388,$982,42,3.63,22.23
Jan-15,Rogers,Ken Black,Consumer,04-01-2015,39619,Low,Furniture,Large Box,Electrix Fluorescent Magnifier Lamps & Weighted Base,Office Furnishings,South,5588,08-01-2015,Regular Air,Arkansas,72756,Category,60,0.02,1,15,0.57,$266,$743,15,10.25,49.34
Jun-13,Woodstock,Julia Dunbar,Consumer,09-06-2013,43207,Low,Furniture,Large Box,Electrix Fluorescent Magnifier Lamps & Weighted Base,Office Furnishings,South,6099,13-06-2013,Regular Air,Georgia,30188,Category,47,0.02,1,45,0.57,$580,"$2,208",45,10.25,49.34
Mar-13,Gadsden,Lori Olson,Consumer,12-03-2013,2149,Low,Furniture,Small Box,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Office Furnishings,South,310,16-03-2013,Regular Air,Alabama,35904,Category,46,0.01,1,4,0.57,$21,$44,4,4.93,9.38
Sep-14,Chesapeake,Katherine Hughes,Consumer,28-09-2014,44997,Low,Furniture,Small Box,Regeneration Desk Collection,Office Furnishings,South,6349,02-10-2014,Regular Air,Virginia,23320,Category,58,0.03,1,46,0.41,-$162,$88,46,4.86,1.76
Sep-13,Pembroke Pines,Mike Gockenbach,Consumer,18-09-2013,20966,Low,Furniture,Small Box,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro® Back, 8-1/2x11, 25/Bx",Office Furnishings,South,2908,25-09-2013,Regular Air,Florida,33024,Category,50,0.04,1,22,0.54,$327,"$1,194",22,14.83,54.74
Jul-13,Wilmington,Rick Wilson,Consumer,16-07-2013,1604,Low,Furniture,Small Pack,Nu-Dell Executive Frame,Office Furnishings,South,239,16-07-2013,Regular Air,North Carolina,28403,Category,48,0,1,47,0.48,$129,$623,47,4.98,12.64
Sep-15,Taylors,Valerie Takahito,Consumer,23-09-2015,19361,Low,Furniture,Small Pack,"Executive Impressions 13"" Chairman Wall Clock",Office Furnishings,South,2675,25-09-2015,Regular Air,South Carolina,29687,Category,69,0.05,1,21,0.5,$131,$536,21,8.99,25.38
Aug-12,Winter Garden,Matthew Clasen,Consumer,28-08-2012,33569,Low,Furniture,Wrap Bag,Coloredge Poster Frame,Office Furnishings,South,4712,01-09-2012,Regular Air,Florida,34787,Category,42,0.09,1,9,0.46,$46,$124,9,5.3,14.2
Oct-12,Melbourne,Natalie Webber,Consumer,04-10-2012,15075,Medium,Furniture,Small Box,"Howard Miller 16"" Diameter Gallery Wall Clock",Office Furnishings,South,2107,04-10-2012,Regular Air,Florida,32935,Category,43,0.02,1,24,0.46,$623,"$1,548",24,14.48,63.94
Oct-14,Oakland Park,Steven Ward,Consumer,11-10-2014,33571,Medium,Furniture,Wrap Bag,"Master Caster Door Stop, Brown",Office Furnishings,South,4716,14-10-2014,Regular Air,Florida,33334,Category,58,0.03,1,1,0.51,-$3,$7,1,2.03,5.08
Aug-13,Florence,Karen Seio,Consumer,03-08-2013,53605,Medium,Furniture,Wrap Bag,Eldon Econocleat® Chair Mats for Low Pile Carpets,Office Furnishings,South,7512,05-08-2013,Regular Air,Alabama,35630,Category,48,0.07,1,1,0.73,-$73,$74,1,34.2,41.47
Aug-13,Farragut,Brosina Hoffman,Consumer,21-08-2013,40257,Not Specified,Furniture,Large Box,Hon Olson Stacker Stools,Chairs & Chairmats,South,5692,22-08-2013,Regular Air,Tennessee,37922,Category,49,0.06,1,24,0.57,$406,"$3,201",24,24.49,140.81
Mar-15,Columbia,Sarah Brown,Consumer,05-03-2015,2240,Not Specified,Furniture,Small Box,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Office Furnishings,South,324,06-03-2015,Regular Air,Tennessee,38401,Category,62,0.01,1,17,0.57,$16,$186,17,5.16,10.64
Jun-15,Reston,Katrina Willman,Consumer,07-06-2015,2054,Not Specified,Furniture,Small Box,"Seth Thomas 12"" Clock w/ Goldtone Case",Office Furnishings,South,300,09-06-2015,Regular Air,Virginia,20190,Category,66,0.03,1,34,0.51,$216,$826,34,7.58,22.98
May-13,Enterprise,Karen Seio,Consumer,14-05-2013,10502,Not Specified,Furniture,Small Pack,"Executive Impressions 13"" Chairman Wall Clock",Office Furnishings,South,1459,16-05-2013,Regular Air,Alabama,36330,Category,47,0.04,1,36,0.5,$183,$912,36,8.99,25.38
May-13,Casselberry,Gene McClure,Consumer,20-05-2013,36102,Not Specified,Furniture,Wrap Bag,Eldon® 500 Class™ Desk Accessories,Office Furnishings,South,5065,21-05-2013,Regular Air,Florida,32707,Category,47,0.03,1,36,0.52,$36,$461,36,6.2,12.07
Dec-14,Caldwell,Sue Ann Reed,Consumer,11-12-2014,42083,Critical,Furniture,Large Box,Hon Olson Stacker Stools,Chairs & Chairmats,West,5932,13-12-2014,Regular Air,Idaho,83605,Category,59,0.03,1,38,0.57,"$1,264","$5,526",38,24.49,140.81
Mar-14,Boise,Pauline Webber,Consumer,07-03-2014,52578,Critical,Furniture,Large Box,Hon 2111 Invitation™ Series Corner Table,Tables,West,7375,10-03-2014,Regular Air,Idaho,83704,Category,53,0.05,1,8,0.79,-$345,"$1,392",8,69,209.37
Oct-12,Davis,Patrick Bzostek,Consumer,25-10-2012,50656,Critical,Furniture,Small Box,"DAX Copper Panel Document Frame, 5 x 7 Size",Office Furnishings,West,7097,25-10-2012,Regular Air,California,95616,Category,43,0.02,1,39,0.43,$49,$486,39,5.16,12.58
Apr-15,Kent,Stephanie Phelps,Consumer,25-04-2015,3845,Critical,Furniture,Small Box,12-1/2 Diameter Round Wall Clock,Office Furnishings,West,570,27-04-2015,Regular Air,Washington,98031,Category,64,0.02,1,22,0.49,-$10,$476,22,10.49,19.98
Dec-13,Klamath Falls,Jenna Caffey,Consumer,04-12-2013,27746,Critical,Furniture,Small Box,"Seth Thomas 14"" Putty-Colored Wall Clock",Office Furnishings,West,3884,05-12-2013,Regular Air,Oregon,97601,Category,51,0.1,1,3,0.54,-$43,$87,3,7.87,29.34
Aug-15,Tempe,Ed Braxton,Consumer,20-08-2015,4099,Critical,Furniture,Small Pack,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Office Furnishings,West,602,21-08-2015,Regular Air,Arizona,85281,Category,67,0,1,4,0.45,-$17,$48,4,7.29,9.48
Nov-14,Lawndale,Barry Pond,Consumer,10-11-2014,35587,Critical,Furniture,Small Pack,Magna Visual Magnetic Picture Hangers,Office Furnishings,West,4998,11-11-2014,Regular Air,California,90260,Category,58,0.03,1,43,0.47,-$144,$209,43,5.72,4.82
Apr-15,Kent,Stephanie Phelps,Consumer,25-04-2015,3845,Critical,Furniture,Wrap Bag,Document Clip Frames,Office Furnishings,West,571,26-04-2015,Regular Air,Washington,98031,Category,64,0.09,1,15,0.43,$39,$124,15,0.96,8.34
Oct-12,Davis,Patrick Bzostek,Consumer,25-10-2012,50656,Critical,Furniture,Wrap Bag,Deflect-O® Glasstique™ Clear Desk Accessories,Office Furnishings,West,7098,26-10-2012,Regular Air,California,95616,Category,43,0.1,1,15,0.52,-$21,$110,15,3.68,7.7
Jun-14,Santa Cruz,Charles Crestani,Consumer,12-06-2014,45671,Low,Furniture,Medium Box,DAX Solid Wood Frames,Office Furnishings,West,6426,19-06-2014,Regular Air,California,95062,Category,55,0.05,1,13,0.48,$7,$127,13,6.02,9.77
Jun-12,Huntington Beach,Eric Barreto,Consumer,17-06-2012,5984,Low,Furniture,Small Box,Staples Plastic Wall Frames,Office Furnishings,West,831,19-06-2012,Regular Air,California,92646,Category,41,0.03,1,11,0.41,$22,$97,11,4.95,7.96
Jun-12,Huntington Beach,Eric Barreto,Consumer,17-06-2012,5984,Low,Furniture,Small Box,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Office Furnishings,West,830,22-06-2012,Regular Air,California,92646,Category,41,0.03,1,42,0.57,$14,$465,42,5.16,10.64
Jun-13,Whittier,Chris McAfee,Consumer,08-06-2013,25889,Low,Furniture,Small Pack,Nu-Dell Leatherette Frames,Office Furnishings,West,3625,10-06-2013,Regular Air,California,90604,Category,47,0.04,1,23,0.49,$74,$322,23,5,14.34
Aug-12,Las Vegas,Chloris Kastensmidt,Consumer,15-08-2012,38598,Low,Furniture,Small Pack,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Office Furnishings,West,5434,20-08-2012,Regular Air,Nevada,89115,Category,42,0.07,1,24,0.37,$114,$325,24,4.95,13.4
May-13,Longview,Tonja Turnell,Consumer,23-05-2013,10212,Low,Furniture,Wrap Bag,"Master Caster Door Stop, Gray",Office Furnishings,West,1405,25-05-2013,Regular Air,Washington,98632,Category,47,0.02,1,14,0.51,-$3,$74,14,3.63,5.08
Jul-14,Henderson,Carl Weiss,Consumer,24-07-2014,56420,Low,Furniture,Wrap Bag,"Master Caster Door Stop, Brown",Office Furnishings,West,7888,26-07-2014,Regular Air,Nevada,89015,Category,56,0.07,1,26,0.51,$22,$132,26,2.03,5.08
Jul-15,Seattle,Brendan Sweed,Consumer,27-07-2015,42982,Low,Furniture,Wrap Bag,Ultra Commercial Grade Dual Valve Door Closer,Office Furnishings,West,6069,01-08-2015,Regular Air,Washington,98115,Category,67,0.08,1,42,0.53,$652,"$1,588",42,3.04,39.89
Sep-15,Atascadero,Darren Budd,Consumer,20-09-2015,17799,Medium,Furniture,Large Box,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Office Furnishings,West,2450,22-09-2015,Regular Air,California,93422,Category,69,0.02,1,8,0.61,-$31,$150,8,12.39,16.98
Jul-13,Santa Monica,Christy Brittain,Consumer,09-07-2013,21539,Medium,Furniture,Large Box,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Tables,West,2982,09-07-2013,Regular Air,California,90405,Category,48,0.05,1,39,0.68,"-$1,730","$2,340",39,69,71.37
Apr-15,Kennewick,Shui Tom,Consumer,23-04-2015,51872,Medium,Furniture,Large Box,Safco Contoured Stacking Chairs,Chairs & Chairmats,West,7268,24-04-2015,Regular Air,Washington,99336,Category,64,0.09,1,10,,$42,"$2,194",10,24.49,238.4
Sep-12,Rock Springs,Mick Brown,Consumer,15-09-2012,46437,Medium,Furniture,Small Box,"Seth Thomas 14"" Putty-Colored Wall Clock",Office Furnishings,West,6526,17-09-2012,Regular Air,Wyoming,82901,Category,43,0,1,49,0.54,$385,"$1,489",49,7.87,29.34
Nov-12,Longview,Tonja Turnell,Consumer,13-11-2012,27463,Medium,Furniture,Small Pack,"Executive Impressions 13"" Chairman Wall Clock",Office Furnishings,West,3852,15-11-2012,Regular Air,Washington,98632,Category,44,0,1,31,0.5,$214,$835,31,8.99,25.38
May-14,Louisville,Scott Cohen,Consumer,21-05-2014,4422,Medium,Furniture,Small Pack,"Executive Impressions 13"" Chairman Wall Clock",Office Furnishings,West,633,21-05-2014,Regular Air,Colorado,80027,Category,55,0.02,1,12,0.5,$104,$313,12,8.99,25.38
Jun-14,Antioch,Muhammed Lee,Consumer,22-06-2014,59812,Medium,Furniture,Small Pack,Nu-Dell Executive Frame,Office Furnishings,West,8375,23-06-2014,Regular Air,California,94509,Category,56,0.06,1,2,0.48,-$18,$29,2,4.98,12.64
Nov-13,Prescott Valley,Cindy Stewart,Consumer,29-11-2013,56769,Medium,Furniture,Wrap Bag,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Office Furnishings,West,7947,01-12-2013,Regular Air,Arizona,86314,Category,51,0.02,1,11,0.67,$98,$456,11,13.99,37.93
Aug-14,Billings,Julia Dunbar,Consumer,23-08-2014,58566,Not Specified,Furniture,Large Box,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Office Furnishings,West,8189,24-08-2014,Regular Air,Montana,59102,Category,57,0.07,1,45,0.79,$693,"$4,681",45,10.12,105.29
